,Botnet,SourceIp,SourcePort,SourceIpAsnNr,TargetIp,TargetPort,SourceIpRegion,SourceIpCity,SourceIpLatitude,SourceIpLongitude,Threat.Confidence,Threat_Classify,Host Address,Prediction
439,B106-CB,14.1.210.242,53059,AS45960,204.95.99.31,1920,12,Kajang,2.9927,101.7909,High,1,31,1.0
440,B106-MULTI,175.138.81.201,63365,AS4788,204.95.99.109,88,12,Salak Selatan,3.1,101.7,High,1,109,1.0
441,B106-Jenxcus,61.6.56.2,58282,AS2042,204.95.99.86,1644,14,Kuala Lumpur,3.1667,101.7,High,1,86,1.0
442,B106-Ceatrg,175.139.119.223,58014,AS4788,204.95.99.32,1122,14,Kuala Lumpur,3.1667,101.7,Low,0,32,1.0
443,B106-MULTI,183.171.172.130,7107,AS10030,204.95.99.109,88,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
444,B106-MULTI,113.210.128.227,13605,AS9534,204.95.99.109,95,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
445,B106-CB,115.134.213.197,50253,AS4788,204.95.99.31,81,17,Putrajaya,2.9431,101.6994,High,1,31,1.0
446,B106-Xtrat,115.133.249.216,16179,AS4788,204.95.99.193,82,5,Seremban,2.7297,101.9381,Low,0,193,0.0
447,B106-Malagent,175.143.254.141,61094,AS4788,204.95.99.100,4040,12,Puchong,3.0167,101.6167,Low,0,100,0.0
448,B106-MULTI,58.26.181.166,41513,AS4788,204.95.99.109,1604,12,Shah Alam,3.0833,101.5333,High,1,109,1.0
449,B106-MULTI,203.106.149.201,3574,AS4788,204.95.99.109,88,9,Penang,5.4112,100.3354,High,1,109,1.0
450,B106-CB,175.145.201.104,50482,AS4788,204.95.99.31,105,7,Ipoh,4.5841,101.0829,High,1,31,1.0
451,B106-MULTI,113.210.131.179,44019,AS9534,204.95.99.109,3031,12,Shah Alam,3.0833,101.5333,High,1,109,1.0
452,B106-Jenxcus,113.23.138.229,50534,AS38182,204.95.99.86,2164,1,Segamat,2.5148,102.8158,High,1,86,1.0
453,B106-Jenxcus,175.145.176.149,51237,AS4788,204.95.99.86,991,12,Petaling Jaya,3.0833,101.65,High,1,86,1.0
454,B106-Hupigon,203.106.158.43,2263,AS4788,204.95.99.80,8080,4,Melaka,2.196,102.2405,Low,0,80,0.0
455,B106-MULTI,124.82.127.78,56323,AS4788,204.95.99.109,85,16,Kota Kinabalu,5.9749,116.0724,High,1,109,1.0
456,B106-MULTI,175.144.62.89,58331,AS4788,204.95.99.109,77,9,Penang,5.4112,100.3354,High,1,109,1.0
457,B106-MULTI,113.210.10.137,54458,AS9534,204.95.99.109,333,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
458,B106-CB,115.134.131.61,11926,AS4788,204.95.99.31,81,2,Sungai Petani,5.647,100.4877,High,1,31,1.0
459,B106-Bladabindi,1.9.98.195,2100,AS4788,204.95.99.26,99,6,Mentakab,3.4854,102.3484,High,1,26,1.0
460,B106-MULTI,175.138.16.14,51576,AS4788,204.95.99.109,88,12,Petaling Jaya,3.0833,101.65,High,1,109,1.0
461,B106-MULTI,175.144.45.149,54140,AS4788,204.95.99.109,88,3,Kota Bharu,6.1333,102.2386,High,1,109,1.0
462,B106-Jenxcus,175.144.253.189,31585,AS4788,204.95.99.86,991,3,Bachok,6.0667,102.4,High,1,86,1.0
463,B106-CB,115.164.88.139,14793,AS4818,204.95.99.31,288,14,Kuala Lumpur,3.1667,101.7,High,1,31,1.0
464,B106-MULTI,110.159.96.112,62677,AS4788,204.95.99.109,1888,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
465,B106-Jenxcus,124.82.108.224,50096,AS4788,204.95.99.86,1644,NA,,2.5,112.5,High,1,86,1.0
466,B106-MULTI,175.144.110.170,51706,AS4788,204.95.99.109,88,7,Teluk Intan,4.0259,101.0213,High,1,109,1.0
467,B106-CB,115.164.87.190,6986,AS4818,204.95.99.31,288,14,Kuala Lumpur,3.1667,101.7,High,1,31,1.0
468,B106-MULTI,175.144.37.157,50235,AS4788,204.95.99.109,88,12,Klang,3.0333,101.45,High,1,109,1.0
469,B106-Bladabindi,210.186.53.230,5045,AS4788,204.95.99.26,100,6,Kuantan,3.8077,103.326,High,1,26,1.0
470,B106-MULTI,1.9.103.49,8675,AS4788,204.95.99.109,88,4,Melaka,2.196,102.2405,High,1,109,1.0
471,B106-MULTI,113.210.0.151,36533,AS9534,204.95.99.109,1888,NA,,2.5,112.5,High,1,109,1.0
472,B106-MULTI,175.142.241.227,52334,AS4788,204.95.99.109,333,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
473,B106-CB,219.92.140.107,59757,AS4788,204.95.99.31,288,1,Johor Bahru,1.4655,103.7578,High,1,31,1.0
474,B106-MULTI,60.53.248.183,64483,AS4788,204.95.99.109,88,12,Batu Caves,3.2333,101.6667,High,1,109,1.0
475,B106-MULTI,183.171.169.61,53552,AS10030,204.95.99.109,88,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
476,B106-CB,203.217.176.21,41590,AS17564,204.95.99.31,1920,17,Putrajaya,2.9431,101.6994,High,1,31,1.0
477,B106-CB,61.6.56.2,49301,AS2042,204.95.99.31,90,14,Kuala Lumpur,3.1667,101.7,High,1,31,1.0
478,B106-CB,175.144.238.7,56967,AS4788,204.95.99.31,1177,2,Sungai Petani,5.647,100.4877,High,1,31,1.0
479,B106-MULTI,60.50.76.67,54765,AS4788,204.95.99.109,1122,6,Mentakab,3.4854,102.3484,High,1,109,1.0
480,B106-CB,103.1.71.41,60188,AS45960,204.95.99.31,288,1,Johor Bahru,1.4655,103.7578,High,1,31,1.0
481,B106-CB,210.195.240.52,52813,AS4788,204.95.99.31,288,14,Kuala Lumpur,3.1667,101.7,High,1,31,1.0
482,B106-MULTI,115.135.234.118,13850,AS4788,204.95.99.109,88,2,Alor Setar,6.121,100.3601,High,1,109,1.0
483,B106-Bladabindi,113.23.138.168,61033,AS38182,204.95.99.26,1177,1,Segamat,2.5148,102.8158,High,1,26,1.0
484,B106-CB,1.9.103.34,7597,AS4788,204.95.99.31,288,4,Melaka,2.196,102.2405,High,1,31,1.0
485,B106-MULTI,113.210.5.213,11714,AS9534,204.95.99.109,333,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
486,B106-MULTI,1.9.99.247,2580,AS4788,204.95.99.109,1998,6,Kuantan,3.8077,103.326,High,1,109,1.0
487,B106-MULTI,175.145.204.149,22761,AS4788,204.95.99.109,88,4,Melaka,2.196,102.2405,High,1,109,1.0
488,B106-MULTI,182.54.214.209,53705,AS24028,204.95.99.109,333,12,Selangor,3.35,101.25,High,1,109,1.0
489,B106-Jenxcus,203.106.153.102,5545,AS4788,204.95.99.86,1644,7,Bagan Serai,5.0108,100.541,High,1,86,1.0
490,B106-MULTI,1.9.102.37,20127,AS4788,204.95.99.109,95,4,Melaka,2.196,102.2405,High,1,109,1.0
491,B106-CB,175.141.91.63,54210,AS4788,204.95.99.31,1920,NA,,2.5,112.5,High,1,31,1.0
492,B106-Jenxcus,202.188.143.214,51015,AS4788,204.95.99.86,1888,12,Seri Kembangan,3.0333,101.7167,High,1,86,1.0
493,B106-MULTI,110.159.31.106,53171,AS4788,204.95.99.109,81,11,Kuching,1.55,110.3333,High,1,109,1.0
494,B106-Jenxcus,175.143.248.218,63013,AS4788,204.95.99.86,1888,14,Kuala Lumpur,3.1667,101.7,High,1,86,1.0
495,B106-MULTI,115.135.141.202,60936,AS4788,204.95.99.109,88,3,Kota Bharu,6.1333,102.2386,High,1,109,1.0
496,B106-MULTI,175.143.155.132,53939,AS4788,204.95.99.109,86,12,Puchong,3.0167,101.6167,High,1,109,1.0
497,B106-Jenxcus,175.144.93.231,17383,AS4788,204.95.99.86,1644,3,Kubang Kerian,6.0912,102.2794,High,1,86,1.0
498,B106-MULTI,1.9.107.133,10484,AS4788,204.95.99.109,333,11,Kuching,1.55,110.3333,High,1,109,1.0
499,B106-MULTI,60.52.102.177,58179,AS4788,204.95.99.109,86,1,Kulai,1.6561,103.6032,High,1,109,1.0
500,B106-MULTI,115.164.208.227,43852,AS4818,204.95.99.109,82,7,Ipoh,4.5841,101.0829,High,1,109,1.0
501,B106-MULTI,183.171.164.83,50227,AS10030,204.95.99.109,88,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
502,B106-MULTI,219.92.188.147,57177,AS4788,204.95.99.109,7777,2,Sungai Petani,5.647,100.4877,High,1,109,0.0
503,B106-MULTI,175.141.79.110,35888,AS4788,204.95.99.109,2023,2,Alor Setar,6.121,100.3601,High,1,109,1.0
504,B106-Malagent,210.186.109.79,50903,AS4788,204.95.99.100,4040,12,Puchong,3.0167,101.6167,Low,0,100,0.0
505,B106-MULTI,124.82.108.251,49535,AS4788,204.95.99.109,1337,NA,,2.5,112.5,High,1,109,1.0
506,B106-Jenxcus,202.129.162.2,54299,AS9655,204.95.99.86,2164,12,Shah Alam,3.0833,101.5333,High,1,86,1.0
507,B106-MULTI,60.49.17.89,56398,AS4788,204.95.99.109,88,NA,,2.5,112.5,High,1,109,1.0
508,B106-Malagent,113.210.132.2,4766,AS9534,204.95.99.100,1604,12,Petaling Jaya,3.0833,101.65,Low,0,100,1.0
509,B106-MULTI,113.210.139.250,63419,AS9534,204.95.99.109,102,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
510,B106-MULTI,60.53.45.90,23023,AS4788,204.95.99.109,2233,1,Kulai,1.6561,103.6032,High,1,109,1.0
511,B106-CB,124.82.108.200,11549,AS4788,204.95.99.31,288,NA,,2.5,112.5,High,1,31,1.0
512,B106-Jenxcus,149.129.24.39,60372,AS9930,204.95.99.86,991,NA,,2.5,112.5,High,1,86,1.0
513,B106-Jenxcus,203.106.104.114,49326,AS4788,204.95.99.86,991,7,Chemor,4.7211,101.1189,High,1,86,1.0
514,B106-MULTI,118.101.48.165,14075,AS4788,204.95.99.109,88,9,Penang,5.4112,100.3354,High,1,109,1.0
515,B106-MULTI,175.145.105.163,29362,AS4788,204.95.99.109,88,12,Puchong,3.0167,101.6167,High,1,109,1.0
516,B106-CB,210.186.54.244,2108,AS4788,204.95.99.31,2288,3,Kota Bharu,6.1333,102.2386,High,1,31,1.0
517,B106-MULTI,183.171.181.28,14670,AS10030,204.95.99.109,333,16,Kota Kinabalu,5.9749,116.0724,High,1,109,1.0
518,B106-Jenxcus,60.48.172.27,51359,AS4788,204.95.99.86,1313,6,Kuantan,3.8077,103.326,High,1,86,1.0
519,B106-CB,124.13.58.218,61514,AS4788,204.95.99.31,1155,7,Ipoh,4.5841,101.0829,High,1,31,1.0
520,B106-MULTI,203.106.156.253,6957,AS4788,204.95.99.109,82,1,Kulai,1.6561,103.6032,High,1,109,1.0
521,B106-MULTI,175.138.248.204,19320,AS4788,204.95.99.109,88,7,Batu Gajah,4.4692,101.0411,High,1,109,1.0
522,B106-CB,183.171.172.190,24361,AS10030,204.95.99.31,2288,14,Kuala Lumpur,3.1667,101.7,High,1,31,1.0
523,B106-Jenxcus,203.106.151.236,5502,AS4788,204.95.99.86,1644,9,Penang,5.4112,100.3354,High,1,86,1.0
524,B106-MULTI,124.13.11.124,61156,AS4788,204.95.99.109,88,12,Puchong,3.0167,101.6167,High,1,109,1.0
525,B106-Jenxcus,175.141.79.110,35889,AS4788,204.95.99.86,1644,2,Alor Setar,6.121,100.3601,High,1,86,1.0
526,B106-MULTI,60.48.92.197,50469,AS4788,204.95.99.109,88,13,Kuala Terengganu,5.3302,103.1408,High,1,109,1.0
527,B106-MULTI,61.6.56.2,60913,AS2042,204.95.99.109,2233,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
528,B106-Jenxcus,183.171.167.132,3163,AS10030,204.95.99.86,1176,NA,,2.5,112.5,High,1,86,1.0
529,B106-Rebhip,124.13.20.160,57139,AS4788,204.95.99.142,86,9,Penang,5.4112,100.3354,Low,0,142,1.0
530,B106-MULTI,1.9.98.103,2637,AS4788,204.95.99.109,81,6,Kuantan,3.8077,103.326,High,1,109,1.0
531,B106-Jenxcus,175.137.208.249,5422,AS4788,204.95.99.86,1176,7,Ipoh,4.5841,101.0829,High,1,86,1.0
532,B106-MULTI,183.171.161.69,53468,AS10030,204.95.99.109,1080,12,Ampang,3.15,101.7667,High,1,109,1.0
533,B106-MULTI,113.210.11.254,43536,AS9534,204.95.99.109,88,12,Kajang,2.9927,101.7909,High,1,109,1.0
534,B106-MULTI,175.140.129.66,12566,AS4788,204.95.99.109,1998,16,Kota Kinabalu,5.9749,116.0724,High,1,109,1.0
535,B106-Ceatrg,175.145.103.60,62726,AS4788,204.95.99.32,1122,16,Kota Kinabalu,5.9749,116.0724,Low,0,32,1.0
536,B106-MULTI,219.95.205.133,23190,AS4788,204.95.99.109,258,NA,,2.5,112.5,High,1,109,1.0
537,B106-MULTI,60.53.181.192,53541,AS4788,204.95.99.109,88,9,Butterworth,5.3991,100.3638,High,1,109,1.0
538,B106-MULTI,202.185.114.222,63077,AS132688,204.95.99.109,1991,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
539,B106-MULTI,210.186.54.124,4875,AS4788,204.95.99.109,95,3,Kota Bharu,6.1333,102.2386,High,1,109,1.0
540,B106-Jenxcus,103.227.140.36,55063,AS132435,204.95.99.86,4442,12,Kajang,2.9927,101.7909,High,1,86,1.0
541,B106-Bladabindi,183.171.160.197,42077,AS10030,204.95.99.26,1177,14,Kuala Lumpur,3.1667,101.7,High,1,26,1.0
542,B106-CB,175.142.100.73,51346,AS4788,204.95.99.31,288,1,Johor Bahru,1.4655,103.7578,High,1,31,1.0
543,B106-MULTI,183.171.161.129,5368,AS10030,204.95.99.109,88,12,Ampang,3.15,101.7667,High,1,109,1.0
544,B106-Bladabindi,175.143.91.146,56053,AS4788,204.95.99.26,99,14,Kuala Lumpur,3.1667,101.7,High,1,26,1.0
545,B106-CB,175.145.84.15,58630,AS4788,204.95.99.31,288,12,Kajang,2.9927,101.7909,High,1,31,1.0
546,B106-Jenxcus,203.106.158.140,2292,AS4788,204.95.99.86,991,4,Melaka,2.196,102.2405,High,1,86,1.0
547,B106-Jenxcus,175.139.67.195,61624,AS4788,204.95.99.86,83,14,Kuala Lumpur,3.1667,101.7,High,1,86,1.0
548,B106-Jenxcus,118.101.201.38,20131,AS4788,204.95.99.86,4442,12,Petaling Jaya,3.0833,101.65,High,1,86,1.0
549,B106-MULTI,210.186.57.114,1997,AS4788,204.95.99.109,333,16,Kota Kinabalu,5.9749,116.0724,High,1,109,1.0
550,B106-CB,210.186.55.4,9611,AS4788,204.95.99.31,105,3,Kota Bharu,6.1333,102.2386,High,1,31,1.0
551,B106-MULTI,113.210.5.232,11253,AS9534,204.95.99.109,86,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
552,B106-MULTI,113.23.138.189,56231,AS38182,204.95.99.109,95,1,Segamat,2.5148,102.8158,High,1,109,1.0
553,B106-Rebhip,210.186.56.22,3284,AS4788,204.95.99.142,84,16,Kota Kinabalu,5.9749,116.0724,Low,0,142,1.0
554,B106-MULTI,103.1.70.68,50462,AS45960,204.95.99.109,88,9,Penang,5.4112,100.3354,High,1,109,1.0
555,B106-Bladabindi,202.184.111.90,61547,AS2042,204.95.99.26,1122,14,Kuala Lumpur,3.1667,101.7,High,1,26,1.0
556,B106-MULTI,175.137.142.233,65391,AS4788,204.95.99.109,88,7,Ipoh,4.5841,101.0829,High,1,109,1.0
557,B106-Jenxcus,175.143.154.47,53160,AS4788,204.95.99.86,4442,12,Petaling Jaya,3.0833,101.65,High,1,86,1.0
558,B106-CB,203.106.159.144,11473,AS4788,204.95.99.31,1920,4,Melaka,2.196,102.2405,High,1,31,1.0
559,B106-Jenxcus,175.139.133.72,54757,AS4788,204.95.99.86,84,12,Batu Caves,3.2333,101.6667,High,1,86,1.0
560,B106-MULTI,14.1.198.69,62799,AS45960,204.95.99.109,2233,6,Kuantan,3.8077,103.326,High,1,109,1.0
561,B106-Rebhip,119.110.110.100,42932,AS17971,204.95.99.142,81,NA,,2.5,112.5,Low,0,142,1.0
562,B106-MULTI,182.54.209.138,49485,AS24028,204.95.99.109,102,9,Penang,5.4112,100.3354,High,1,109,1.0
563,B106-Bladabindi,202.184.111.90,61624,AS2042,204.95.99.26,666,14,Kuala Lumpur,3.1667,101.7,High,1,26,1.0
564,B106-MULTI,60.49.51.218,25627,AS4788,204.95.99.109,88,NA,,2.5,112.5,High,1,109,1.0
565,B106-Bladabindi,110.159.81.33,62029,AS4788,204.95.99.26,99,2,Sungai Petani,5.647,100.4877,High,1,26,1.0
566,B106-Jenxcus,113.210.1.239,40140,AS9534,204.95.99.86,84,14,Kuala Lumpur,3.1667,101.7,High,1,86,1.0
567,B106-MULTI,210.186.54.202,3627,AS4788,204.95.99.109,88,3,Kota Bharu,6.1333,102.2386,High,1,109,1.0
568,B106-CB,115.133.117.204,51075,AS4788,204.95.99.31,288,1,Batu Pahat,1.8548,102.9325,High,1,31,1.0
569,B106-CB,60.53.145.40,60203,AS4788,204.95.99.31,288,1,Johor Bahru,1.4655,103.7578,High,1,31,1.0
570,B106-MULTI,115.134.125.115,14738,AS4788,204.95.99.109,333,16,Kota Kinabalu,5.9749,116.0724,High,1,109,1.0
571,B106-Jenxcus,1.9.102.130,20709,AS4788,204.95.99.86,991,4,Melaka,2.196,102.2405,High,1,86,1.0
572,B106-MULTI,183.171.167.182,35654,AS10030,204.95.99.109,1177,NA,,2.5,112.5,High,1,109,1.0
573,B106-MULTI,103.27.105.2,46383,AS132890,204.95.99.109,88,NA,,2.5,112.5,High,1,109,1.0
574,B106-MULTI,113.210.161.129,60788,AS9534,204.95.99.109,3360,14,Kuala Lumpur,3.1667,101.7,High,1,109,0.0
575,B106-MULTI,202.168.70.178,10112,AS45410,204.95.99.109,1998,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
576,B106-MULTI,149.129.75.32,64911,AS9930,204.95.99.109,1998,NA,,2.5,112.5,High,1,109,1.0
577,B106-MULTI,60.54.89.48,61179,AS4788,204.95.99.109,333,16,Kota Kinabalu,5.9749,116.0724,High,1,109,1.0
578,B106-Jenxcus,180.94.48.185,47446,AS40575,204.95.99.86,80,NA,,2.5,112.5,High,1,86,1.0
579,B106-Bladabindi,175.138.234.253,49724,AS4788,204.95.99.26,7710,12,Batu Caves,3.2333,101.6667,High,1,26,1.0
580,B106-Bladabindi,113.210.136.142,8710,AS9534,204.95.99.26,99,12,Petaling Jaya,3.0833,101.65,High,1,26,1.0
581,B106-MULTI,113.210.131.129,41987,AS9534,204.95.99.109,1888,12,Shah Alam,3.0833,101.5333,High,1,109,1.0
582,B106-MULTI,60.54.62.227,50340,AS4788,204.95.99.109,1777,7,Chemor,4.7211,101.1189,High,1,109,1.0
583,B106-CB,203.106.153.233,2481,AS4788,204.95.99.31,288,7,Bagan Serai,5.0108,100.541,High,1,31,1.0
584,B106-MULTI,113.210.9.118,35973,AS9534,204.95.99.109,333,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
585,B106-Bladabindi,210.195.121.234,61866,AS4788,204.95.99.26,1177,12,Petaling Jaya,3.0833,101.65,High,1,26,1.0
586,B106-CB,118.101.22.83,50054,AS4788,204.95.99.31,105,5,Seremban,2.7297,101.9381,High,1,31,1.0
587,B106-MULTI,113.23.138.183,56103,AS38182,204.95.99.109,95,1,Segamat,2.5148,102.8158,High,1,109,1.0
588,B106-MULTI,103.1.69.14,52916,AS45960,204.95.99.109,88,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
589,B106-MULTI,14.1.198.1,1696,AS45960,204.95.99.109,1998,6,Kuantan,3.8077,103.326,High,1,109,1.0
590,B106-MULTI,175.138.51.6,54897,AS4788,204.95.99.109,333,16,Kota Kinabalu,5.9749,116.0724,High,1,109,1.0
591,B106-CB,218.111.65.154,54673,AS4788,204.95.99.31,288,11,Sibu,2.3,111.8167,High,1,31,1.0
592,B106-CB,219.92.108.191,56442,AS4788,204.95.99.31,81,2,Alor Setar,6.121,100.3601,High,1,31,1.0
593,B106-Jenxcus,210.186.194.217,54451,AS4788,204.95.99.86,81,14,Kuala Lumpur,3.1667,101.7,High,1,86,1.0
594,B106-MULTI,103.3.23.93,30308,AS10030,204.95.99.109,333,16,Tamparuli,6.1333,116.2667,High,1,109,1.0
595,B106-Fynloski,210.186.59.126,2868,AS4788,204.95.99.66,1337,11,Kuching,1.55,110.3333,Low,0,66,1.0
596,B106-Bladabindi,14.192.215.57,1085,AS9534,204.95.99.26,99,14,Kuala Lumpur,3.1667,101.7,High,1,26,1.0
597,B106-CB,115.134.114.2,2220,AS4788,204.95.99.31,288,3,Kota Bharu,6.1333,102.2386,High,1,31,1.0
598,B106-MULTI,180.74.215.161,53054,AS38322,204.95.99.109,333,12,Petaling Jaya,3.0833,101.65,High,1,109,1.0
599,B106-MULTI,175.140.111.54,55912,AS4788,204.95.99.109,3031,6,Mentakab,3.4854,102.3484,High,1,109,1.0
600,B106-NetWiredRC,219.92.90.28,52253,AS4788,204.95.99.118,3360,12,Petaling Jaya,3.0833,101.65,Low,0,118,0.0
601,B106-CB,124.13.38.107,54516,AS4788,204.95.99.31,1921,13,Kuala Terengganu,5.3302,103.1408,High,1,31,1.0
602,B106-CB,183.171.172.110,17838,AS10030,204.95.99.31,105,14,Kuala Lumpur,3.1667,101.7,High,1,31,1.0
603,B106-CB,175.144.234.222,28039,AS4788,204.95.99.31,2288,9,Penang,5.4112,100.3354,High,1,31,1.0
604,B106-CB,175.144.34.226,56925,AS4788,204.95.99.31,1920,4,Melaka,2.196,102.2405,High,1,31,1.0
605,B106-MULTI,175.138.108.218,52893,AS4788,204.95.99.109,1998,7,Ipoh,4.5841,101.0829,High,1,109,1.0
606,B106-Bladabindi,113.210.4.101,31068,AS9534,204.95.99.26,99,14,Kuala Lumpur,3.1667,101.7,High,1,26,1.0
607,B106-CB,175.138.81.102,50172,AS4788,204.95.99.31,288,12,Salak Selatan,3.1,101.7,High,1,31,1.0
608,B106-CB,175.145.41.229,2895,AS4788,204.95.99.31,1920,12,Puchong,3.0167,101.6167,High,1,31,1.0
609,B106-CB,120.141.236.92,57664,AS38322,204.95.99.31,288,14,Kuala Lumpur,3.1667,101.7,High,1,31,1.0
610,B106-CB,115.135.226.7,57969,AS4788,204.95.99.31,105,2,Kulim,5.365,100.5618,High,1,31,1.0
611,B106-MULTI,110.159.31.106,53172,AS4788,204.95.99.109,333,11,Kuching,1.55,110.3333,High,1,109,1.0
612,B106-MULTI,1.9.102.94,16699,AS4788,204.95.99.109,258,4,Melaka,2.196,102.2405,High,1,109,1.0
613,B106-MULTI,118.100.188.39,60025,AS4788,204.95.99.109,333,NA,,2.5,112.5,High,1,109,1.0
614,B106-Bladabindi,115.133.246.19,50017,AS4788,204.95.99.26,1177,2,Alor Setar,6.121,100.3601,High,1,26,1.0
615,B106-MULTI,103.244.49.57,48676,AS132514,204.95.99.109,1177,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
616,B106-MULTI,175.142.121.175,18935,AS4788,204.95.99.109,333,NA,,2.5,112.5,High,1,109,1.0
617,B106-MULTI,175.144.255.243,62892,AS4788,204.95.99.109,2233,11,Kuching,1.55,110.3333,High,1,109,1.0
618,B106-MULTI,115.132.238.204,18637,AS4788,204.95.99.109,82,12,Kajang,2.9927,101.7909,High,1,109,1.0
619,B106-MULTI,115.164.178.17,9082,AS4818,204.95.99.109,4,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
620,B106-CB,1.9.103.60,20699,AS4788,204.95.99.31,1920,4,Melaka,2.196,102.2405,High,1,31,1.0
621,B106-MULTI,175.142.57.21,57302,AS4788,204.95.99.109,7777,1,Skudai,1.5333,103.6667,High,1,109,0.0
622,B106-MULTI,1.9.162.11,46111,AS4788,204.95.99.109,5552,6,Pahang,3.5321,103.4619,High,1,109,0.0
623,B106-MULTI,60.49.93.235,13175,AS4788,204.95.99.109,7777,1,Johor Bahru,1.4655,103.7578,High,1,109,0.0
624,B106-MULTI,183.171.174.49,22949,AS10030,204.95.99.109,88,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
625,B106-MULTI,110.159.68.108,53781,AS4788,204.95.99.109,1177,12,Klang,3.0333,101.45,High,1,109,1.0
626,B106-MULTI,175.142.51.126,40279,AS4788,204.95.99.109,88,4,Melaka,2.196,102.2405,High,1,109,1.0
627,B106-MULTI,1.9.103.232,2070,AS4788,204.95.99.109,88,4,Melaka,2.196,102.2405,High,1,109,1.0
628,B106-Jenxcus,1.9.201.130,54306,AS4788,204.95.99.86,2164,11,Bintulu,3.1667,113.0333,High,1,86,1.0
629,B106-Jenxcus,203.106.149.58,5525,AS4788,204.95.99.86,1644,9,Penang,5.4112,100.3354,High,1,86,1.0
630,B106-MULTI,202.185.114.222,9703,AS132688,204.95.99.109,88,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
631,B106-Jenxcus,175.141.9.48,26853,AS4788,204.95.99.86,1604,9,Penang,5.4112,100.3354,High,1,86,1.0
632,B106-CB,103.1.71.83,50006,AS45960,204.95.99.31,288,1,Johor Bahru,1.4655,103.7578,High,1,31,1.0
633,B106-MULTI,60.51.98.189,53224,AS4788,204.95.99.109,82,12,Puchong,3.0167,101.6167,High,1,109,1.0
634,B106-MULTI,203.106.152.111,3595,AS4788,204.95.99.109,7777,7,Ipoh,4.5841,101.0829,High,1,109,0.0
635,B106-CB,183.171.173.68,4628,AS10030,204.95.99.31,105,14,Kuala Lumpur,3.1667,101.7,High,1,31,1.0
636,B106-MULTI,124.13.54.26,56723,AS4788,204.95.99.109,7777,12,Kajang,2.9927,101.7909,High,1,109,0.0
637,B106-MULTI,203.217.176.1,43053,AS17564,204.95.99.109,7777,17,Putrajaya,2.9431,101.6994,High,1,109,0.0
638,B106-Jenxcus,210.186.59.126,2879,AS4788,204.95.99.86,777,11,Kuching,1.55,110.3333,High,1,86,1.0
639,B106-Bladabindi,210.187.220.3,51936,AS4788,204.95.99.26,1155,14,Kuala Lumpur,3.1667,101.7,High,1,26,1.0
640,B106-MULTI,60.54.79.218,52419,AS4788,204.95.99.109,88,6,Kuantan,3.8077,103.326,High,1,109,1.0
641,B106-CB,203.106.149.128,21367,AS4788,204.95.99.31,288,9,Penang,5.4112,100.3354,High,1,31,1.0
642,B106-Jenxcus,203.106.155.219,7510,AS4788,204.95.99.86,1644,7,Ipoh,4.5841,101.0829,High,1,86,1.0
643,B106-MULTI,210.186.58.186,5777,AS4788,204.95.99.109,82,11,Kuching,1.55,110.3333,High,1,109,1.0
644,B106-Malagent,210.186.187.76,50947,AS4788,204.95.99.100,4040,1,Johor Bahru,1.4655,103.7578,Low,0,100,0.0
645,B106-MULTI,123.136.107.187,2891,AS38466,204.95.99.109,95,14,Kuala Lumpur,3.1667,101.7,High,1,109,1.0
646,B106-CB,113.210.1.203,18288,AS9534,204.95.99.31,1155,14,Kuala Lumpur,3.1667,101.7,High,1,31,1.0
647,B106-MULTI,115.135.147.66,51840,AS4788,204.95.99.109,88,12,Klang,3.0333,101.45,High,1,109,1.0
648,B106-MULTI,203.106.150.66,18236,AS4788,204.95.99.109,82,9,Penang,5.4112,100.3354,High,1,109,1.0
649,B106-MULTI,210.186.53.99,7242,AS4788,204.95.99.109,88,6,Kuantan,3.8077,103.326,High,1,109,1.0
650,B106-MULTI,1.9.99.100,3437,AS4788,204.95.99.109,4,6,Kuantan,3.8077,103.326,High,1,109,1.0
651,B106-MULTI,175.139.91.107,62521,AS4788,204.95.99.109,1604,12,Petaling Jaya,3.0833,101.65,High,1,109,1.0
652,B106-MULTI,115.134.16.7,56636,AS4788,204.95.99.109,1997,1,Johor Bahru,1.4655,103.7578,High,1,109,1.0
